ID,Sex,Age,Education,Income,Settlement size,Marital status_single,Occupation_skilled employee / official,Occupation_unemployed / unskilled
100001816,1,28,0.0,117710,0,True,True,False
100001817,1,44,1.0,76057,0,True,False,True
100001818,0,27,1.0,100392,0,False,True,False
100001819,1,50,1.0,113308,0,True,True,False
100001820,1,18,1.0,100924,0,False,True,False
100001821,1,25,0.0,72188,0,True,False,True
100001822,1,40,1.0,70431,0,False,False,True
100001823,0,28,1.0,110103,0,False,True,False
100001824,1,23,1.0,60825,0,False,False,True
100001825,1,35,1.0,75100,0,False,False,True
100001826,1,28,1.0,129327,0,False,True,False
100001827,1,23,0.0,95541,0,True,True,False
100001828,0,34,1.0,112777,0,False,True,False
100001829,1,29,1.0,51496,0,False,False,True
100001830,1,35,1.0,102781,0,True,True,False
100001831,1,32,1.0,87494,0,False,False,True
100001832,1,46,1.0,72728,0,True,False,True
100001833,1,27,1.0,114775,0,False,True,False
100001834,1,25,1.0,124359,0,False,True,False
100001835,1,27,1.0,101620,0,False,False,True
100001836,1,24,1.0,87964,0,False,False,True
100001837,1,33,0.0,69523,0,True,False,True
100001838,1,24,1.0,109486,0,False,True,False
100001839,1,28,0.0,77206,0,True,False,True
100001840,1,35,1.0,53608,0,True,False,True
100001841,1,30,1.0,118677,0,False,True,False
100001842,0,43,1.0,116512,0,True,True,False
100001843,0,21,1.0,114756,0,False,False,True
100001844,1,24,1.0,65852,0,False,False,True
100001845,0,34,1.0,75626,0,True,False,True
100001846,1,26,1.0,127455,0,False,True,False
100001847,0,37,1.0,107073,0,True,True,False
100001848,1,32,1.0,82196,0,False,False,True
100001849,1,33,1.0,106741,0,False,False,True
100001850,0,28,1.0,94518,0,False,True,False
100001851,1,30,1.0,114430,0,False,True,False
100001852,1,26,1.0,57165,0,False,False,True
100001853,1,25,0.0,109610,0,True,False,True
100001854,0,33,0.0,113619,0,True,True,False
100001855,1,30,1.0,93854,0,False,True,False
100001856,1,26,1.0,129022,0,False,True,False
100001857,0,23,1.0,66804,0,False,False,True
100001858,0,25,1.0,62689,0,False,False,True
100001859,1,40,1.0,67619,0,True,False,True
100001860,0,46,1.0,113495,0,True,False,True
100001861,1,43,1.0,48632,0,False,False,True
100001862,1,22,1.0,107394,0,False,False,True
100001863,0,39,1.0,72385,0,False,False,True
100001864,1,27,1.0,115934,0,False,False,True
100001865,0,40,1.0,93183,0,True,False,True
100001866,0,24,0.0,63506,0,True,False,True
100001867,1,52,1.0,113619,0,True,True,False
100001868,1,30,1.0,121399,0,False,False,True
100001869,1,34,1.0,78281,0,False,False,True
100001870,1,38,1.0,103926,0,True,True,False
100001871,0,39,1.0,89097,0,False,False,True
100001872,1,29,0.0,80852,0,True,False,True
100001873,0,25,1.0,65207,0,False,False,True
100001874,1,35,1.0,93495,0,False,False,True
100001875,0,53,1.0,121970,0,True,False,True
100001876,0,26,0.0,62027,0,True,False,True
100001877,0,33,1.0,88602,0,True,False,True
100001878,0,29,1.0,89914,0,False,False,True
100001879,0,39,1.0,83342,0,True,False,True
100001880,0,29,0.0,103439,0,True,True,False
100001881,0,26,0.0,115451,0,True,True,False
100001882,0,24,0.0,68250,0,True,False,True
100001883,1,21,1.0,113630,0,False,False,True
100001884,1,26,1.0,125880,0,False,True,False
100001885,1,20,1.0,91177,0,False,False,True
100001886,1,35,1.0,73266,0,True,False,True
100001887,1,24,1.0,69021,0,False,False,True
100001888,1,40,1.0,122593,0,True,True,False
100001889,1,44,1.0,122180,0,True,True,False
100001890,0,29,0.0,75160,0,True,False,True
100001891,1,39,1.0,81973,0,False,False,True
100001892,1,35,1.0,92194,0,False,False,True
100001893,0,42,1.0,107380,0,True,False,True
100001894,1,32,1.0,98023,0,True,True,False
100001895,0,48,1.0,94868,0,True,False,True
100001896,0,26,0.0,83442,0,True,False,True
100001897,1,26,1.0,109887,0,False,True,False
100001898,0,42,1.0,98876,0,True,False,True
100001899,0,48,1.0,94962,0,True,False,True
100001900,1,42,1.0,130740,0,False,True,False
100001901,1,27,1.0,94095,0,False,False,True
100001902,1,37,1.0,95071,0,False,False,True
100001903,0,33,0.0,117308,0,True,True,False
100001904,0,33,1.0,112093,0,True,True,False
100001905,1,37,1.0,123893,0,True,True,False
100001906,1,31,1.0,80189,0,False,False,True
100001907,0,39,1.0,124089,0,True,True,False
100001908,1,40,1.0,82673,0,True,False,True
100001909,1,28,1.0,88858,0,False,False,True
100001910,1,26,1.0,80540,0,False,False,True
100001911,1,24,1.0,84228,0,False,False,True
100001912,0,40,1.0,103963,0,True,True,False
100001913,1,29,1.0,102397,0,False,True,False
100001914,0,43,1.0,111563,0,True,True,False
100001915,0,23,0.0,88260,0,True,False,True
100001916,1,34,1.0,114767,0,True,True,False
100001917,1,42,1.0,113275,0,False,True,False
100001918,1,33,1.0,104755,0,False,True,False
100001919,1,32,1.0,120525,0,False,True,False
100001920,1,26,1.0,96082,0,False,False,True
100001921,1,23,1.0,87227,0,False,False,True
100001922,1,26,1.0,69333,0,False,False,True
100001923,1,27,1.0,87777,0,False,False,True
100001924,0,24,0.0,70978,0,True,False,True
100001925,0,27,0.0,104196,0,True,False,True
100001926,1,26,1.0,97551,0,False,True,False
100001927,1,42,1.0,78979,0,True,False,True
100001928,1,37,1.0,82500,0,True,False,True
100001929,1,26,1.0,86306,0,False,False,True
100001930,1,24,1.0,78762,0,False,False,True
100001931,1,39,1.0,125543,0,True,True,False
100001932,0,26,0.0,70336,0,True,False,True
100001933,0,35,1.0,112975,0,False,True,False
100001934,0,38,1.0,96681,0,True,False,True
100001935,1,24,1.0,98922,0,False,True,False
100001936,1,26,0.0,109250,0,True,True,False
100001937,0,25,0.0,108960,0,True,False,True
100001938,0,40,1.0,71302,0,True,False,True
100001939,1,48,1.0,107757,0,True,False,True
100001940,1,22,1.0,111600,0,False,True,False
100001941,1,25,1.0,102974,0,False,True,False
100001942,0,24,1.0,63442,0,False,False,True
100001943,0,39,1.0,118913,0,True,False,True
100001944,0,39,1.0,80987,0,True,False,True
100001945,1,21,1.0,68790,0,False,False,True
100001946,1,27,0.0,86462,0,True,False,True
100001947,0,40,1.0,76881,0,True,False,True
100001948,1,37,1.0,107409,0,False,True,False
100001949,1,42,1.0,69114,0,True,False,True
100001950,1,31,1.0,119167,0,False,True,False
100001951,1,31,1.0,102018,0,False,True,False
100001952,0,30,0.0,97680,0,True,True,False
100001953,1,23,0.0,65062,0,True,False,True
100001954,0,33,0.0,118144,0,True,True,False
100001955,1,37,1.0,124548,0,False,True,False
100001956,1,29,0.0,85637,0,True,False,True
100001957,1,31,1.0,113108,0,True,True,False
100001958,0,39,1.0,93554,0,True,False,True
100001959,1,33,1.0,42516,0,False,False,True
100001960,0,26,1.0,72429,0,False,False,True
100001961,1,27,1.0,110154,0,False,True,False
100001962,1,20,0.0,60965,0,True,False,True
100001963,1,27,1.0,100618,0,False,False,True
100001964,1,26,1.0,71021,0,False,False,True
100001965,0,40,1.0,94189,0,True,False,True
100001966,0,24,0.0,44742,0,True,False,True
100001967,1,22,1.0,103201,0,False,True,False
100001968,1,24,1.0,62335,0,False,False,True
100001969,1,27,0.0,103787,0,True,True,False
100001970,0,35,1.0,99401,0,True,True,False
100001971,0,27,1.0,105197,0,False,True,False
100001972,1,25,1.0,115566,0,False,False,True
100001973,1,34,1.0,125843,0,False,False,True
100001974,1,24,0.0,67936,0,True,False,True
100001975,1,34,1.0,120863,0,True,True,False
100001976,0,42,1.0,77317,0,True,False,True
100001977,1,38,1.0,84653,0,True,False,True
100001978,0,42,1.0,81606,0,True,False,True
100001979,1,35,1.0,113380,0,True,False,True
100001980,1,27,1.0,100644,0,False,True,False
100001981,0,25,0.0,64037,0,True,False,True
100001982,1,23,1.0,101350,0,False,True,False
100001983,1,34,1.0,126334,0,False,True,False
100001984,1,28,1.0,130877,0,False,True,False
100001985,0,21,0.0,103470,0,True,True,False
100001986,1,32,0.0,114588,0,True,True,False
100001987,1,21,1.0,120682,0,False,True,False
100001988,0,25,0.0,66628,0,True,False,True
100001989,1,35,1.0,124447,0,False,False,True
100001990,1,25,1.0,106567,0,False,False,True
100001991,1,31,1.0,78758,0,False,False,True
100001992,0,54,1.0,128537,0,True,True,False
100001993,1,51,1.0,101074,0,True,False,True
100001994,1,38,1.0,87670,0,True,False,True
100001995,0,45,1.0,113414,0,True,True,False
100001996,1,47,1.0,123525,0,True,False,True
100001997,1,27,1.0,117744,0,False,True,False
100001998,0,31,0.0,86400,0,True,False,True
100001999,1,24,1.0,97968,0,False,False,True
100002000,0,25,0.0,68416,0,True,False,True
